ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code
2402259,HH717083,10/16/2002 04:40:00 AM,028XX W CULLERTON ST,051A,ASSAULT,AGGRAVATED: HANDGUN,VACANT LOT/LAND,false,false,1023,010,12,30,04A
2402275,HH708858,10/11/2002 10:30:00 PM,063XX N RIDGE AVE,0610,BURGLARY,FORCIBLE ENTRY,BARBERSHOP,false,false,2433,024,50,2,05
2402277,HH714608,10/14/2002 10:20:00 PM,035XX W CORTLAND ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,true,false,1422,014,26,22,05
2402313,HH717218,10/15/2002 08:00:00 PM,012XX N PAULINA ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1424,014,1,24,06
2402501,HH705796,10/10/2002 07:50:00 PM,056XX W WABANSIA AVE,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,SIDEWALK,true,false,2531,025,29,25,22
2402540,HH713001,10/14/2002 10:20:00 AM,058XX N WINTHROP AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,ALLEY,false,false,2022,020,48,77,03
2402587,HH716252,10/11/2002 12:01:00 AM,025XX N WASHTENAW AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1431,014,35,22,06
2402592,HH713888,10/14/2002 04:40:00 PM,123XX S PERRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0523,005,9,53,08B
2402704,HH714060,10/13/2002 12:00:00 PM,033XX W SCHUBERT AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1412,014,35,22,08A
2402856,HH716340,09/10/2002 12:00:00 PM,051XX S WOLCOTT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0915,009,16,61,07
2403120,HH717609,07/21/2002 10:00:00 AM,029XX W 64TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0823,008,15,66,26
2403201,HH715071,10/15/2002 08:45:00 AM,006XX E 71ST ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0323,003,6,69,03
2403372,HH717854,10/16/2002 12:25:00 PM,004XX E 87TH ST,0810,THEFT,OVER $500,RESIDENCE,false,false,0632,006,6,44,06
2403599,HH707587,10/11/2002 04:42:18 PM,022XX S KOLIN AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,1013,010,22,29,26
2403648,HH701903,10/09/2002 01:02:00 AM,001XX N PULASKI RD,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1114,011,28,26,03
2403681,HH701658,10/08/2002 08:40:00 PM,067XX S ELIZABETH ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0724,007,17,67,18
2403684,HH702876,10/09/2002 12:55:00 PM,016XX N LAMON AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,true,false,2533,025,37,25,18
2404016,HH701775,10/08/2002 10:51:00 PM,044XX S LAWLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,false,true,0814,008,23,56,08B
2404219,HH717731,10/16/2002 12:00:00 PM,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,2311,019,46,3,11
2404396,HH711437,10/13/2002 12:35:00 PM,021XX W CULLERTON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1223,012,25,31,18
2404706,HH716651,10/15/2002 08:25:00 PM,026XX W BELDEN AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1431,014,1,22,08A
2404924,HH718710,10/16/2002 07:30:00 PM,076XX S STEWART AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,0621,006,17,69,26
2480174,HH807684,11/28/2002 10:50:00 PM,012XX N LUIS MUNOZ MARIN DR E,1570,SEX OFFENSE,PUBLIC INDECENCY,PARK PROPERTY,true,false,1423,014,26,24,17
2405084,HH712432,10/13/2002 10:25:00 PM,026XX W 105TH ST,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,PARK PROPERTY,true,false,2211,022,19,72,22
2405228,HH718350,10/16/2002 09:00:00 AM,056XX W HIGGINS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1622,016,45,11,05
2405247,HH719891,10/17/2002 07:00:00 AM,038XX W 76TH PL,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE-GARAGE,false,false,0833,008,18,70,26
2405841,HH718945,10/16/2002 07:50:00 PM,062XX S COTTAGE GROVE AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,0313,003,20,42,26
2406059,HH720907,10/16/2002 07:00:00 PM,018XX S AVERS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1014,010,24,29,05
2406180,HH717449,10/15/2002 02:00:00 PM,022XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,1211,012,2,28,08A
2406596,HH718879,10/16/2002 08:15:00 PM,078XX S ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0612,006,17,71,08B
2406620,HH720266,10/17/2002 09:30:00 AM,014XX S CALIFORNIA BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,1023,010,28,29,26
2406823,HH718749,09/20/2002 05:40:00 PM,032XX N LARAMIE AVE,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,1634,016,30,15,06
2406842,HH718865,10/16/2002 07:00:00 PM,035XX S HALSTED ST,0460,BATTERY,SIMPLE,STREET,false,false,0922,009,11,60,08B
2407013,HH710487,10/12/2002 09:15:00 PM,043XX W OHIO ST,0610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,true,false,1111,011,28,23,05
2407208,HH721530,10/18/2002 02:50:00 AM,024XX W HOLLYWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,2011,020,40,2,08B
2407316,HH701713,10/08/2002 10:29:36 PM,067XX S RIDGELAND AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0332,003,5,43,18
2407631,HH708786,10/11/2002 08:30:00 PM,038XX W VAN BUREN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1133,011,24,26,14
2407713,HH722678,09/03/2002 12:00:00 PM,091XX S MARSHFIELD AVE,1235,DECEPTIVE PRACTICE,UNLAWFUL USE OF RECORDED SOUND,RESIDENCE,false,false,2221,022,21,73,11
2407718,HH722794,10/17/2002 04:30:00 PM,112XX S INDIANA AVE,0460,BATTERY,SIMPLE,STREET,false,false,0531,005,9,49,08B
2408217,HH724074,10/19/2002 02:45:00 AM,080XX S TRIPP AVE,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE,false,false,0834,008,13,70,17
2408335,HH722813,10/18/2002 04:30:00 PM,037XX W 26TH ST,0820,THEFT,$500 AND UNDER,TAVERN/LIQUOR STORE,true,false,1013,010,22,30,06
2408368,HH721585,10/18/2002 05:40:00 AM,012XX N MILWAUKEE AVE,031A,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,false,false,1433,014,1,24,03
2408492,HH721111,10/17/2002 08:40:00 PM,002XX W VAN BUREN ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,0112,001,2,32,26
2408553,HH723626,10/18/2002 12:20:00 PM,037XX W BERTEAU AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1723,017,39,16,05
2408786,HH721707,10/17/2002 05:00:00 PM,032XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0924,009,11,60,14
2408927,HH724536,10/19/2002 01:00:00 AM,078XX S TRUMBULL AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,0835,008,18,70,06
2409305,HH725131,10/19/2002 05:20:00 PM,020XX W CHICAGO AVE,0870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,false,false,1313,012,1,24,06
2409373,HH725915,10/20/2002 02:23:50 AM,118XX S UNION AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0524,005,34,53,14
2409389,HH725442,10/19/2002 08:25:00 PM,073XX W FOSTER AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1613,016,41,10,06
2409590,HH725544,10/19/2002 09:40:00 PM,087XX S MACKINAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,0424,004,10,46,08B
2409673,HH719856,10/15/2002 03:00:00 PM,023XX S CHRISTIANA AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,1024,010,22,30,06
2409847,HH726195,10/18/2002 02:30:00 AM,044XX S WELLS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,0935,009,3,37,07
2409890,HH725452,10/19/2002 08:40:00 PM,096XX S AVENUE N,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0432,004,10,52,04A
2484900,HH816694,12/28/2001 10:00:00 PM,022XX N HARLEM AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,2512,025,36,25,08B
2409966,HH726289,10/20/2002 09:30:00 AM,071XX S GREENWOOD AVE,0890,THEFT,FROM BUILDING,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,0324,003,5,69,06
2409967,HH723964,10/19/2002 04:25:00 AM,008XX E 87TH ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0632,006,8,44,06
2410307,HH717510,10/15/2002 02:30:00 PM,055XX W MADISON ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1522,015,29,25,08A
2410431,HH727130,10/20/2002 06:00:00 PM,070XX S PULASKI RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0833,008,13,65,07
2410468,HH727301,10/20/2002 06:45:00 PM,113XX S EGGLESTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2233,022,34,49,14
2410639,HH727862,10/20/2002 09:00:00 PM,069XX W HOBART AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1612,016,41,10,05
2410879,HH711035,10/13/2002 06:45:00 AM,036XX W ARMITAGE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,2525,025,26,22,16
2410895,HH726097,10/20/2002 05:15:00 AM,053XX S CORNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2132,002,5,41,08B
2410965,HH726454,10/20/2002 11:23:00 AM,015XX E 55TH ST,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,true,false,2132,002,4,41,26
2411173,HH728099,10/20/2002 11:00:00 PM,034XX N ELSTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1733,017,33,21,14
2411319,HH712300,10/13/2002 09:15:00 PM,057XX S ELIZABETH ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0713,007,16,67,18
2411345,HH725277,10/19/2002 12:00:00 PM,002XX N KENNETH AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,true,false,1113,011,28,26,26
2411372,HH718867,10/16/2002 08:08:00 PM,015XX N LAVERGNE AVE,0810,THEFT,OVER $500,STREET,true,false,2533,025,37,25,06
2411665,HH712169,10/13/2002 07:05:00 PM,047XX W WABANSIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2533,025,37,25,14
2411781,HH726930,10/19/2002 08:00:00 PM,052XX S WOLCOTT AVE,3960,INTIMIDATION,INTIMIDATION,STREET,false,false,0915,009,16,61,26
2412053,HH714770,10/15/2002 12:48:35 AM,041XX W CULLERTON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1012,010,24,29,18
2412070,HH725800,10/20/2002 12:47:32 AM,037XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,false,0211,002,3,35,08B
2412253,HH727019,10/20/2002 03:50:00 PM,006XX N PARKSIDE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1511,015,29,25,05
2412289,HH729299,10/21/2002 09:00:00 AM,016XX W TOUHY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,2423,024,49,1,14
2412414,HH729773,10/20/2002 10:00:00 PM,027XX N CANNON DR,0820,THEFT,$500 AND UNDER,STREET,false,false,2333,019,43,7,06
2412597,HH730217,10/14/2002 01:30:00 PM,032XX N LINCOLN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,COMMERCIAL / BUSINESS OFFICE,false,false,1924,019,32,6,06
2412673,HH728762,10/05/2002 10:00:00 PM,013XX W ESTES AVE,0460,BATTERY,SIMPLE,STREET,false,false,2423,024,49,1,08B
2412721,HH609567,08/28/2002 12:02:49 AM,010XX N AVERS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1112,011,27,23,18
2412747,HH730010,10/20/2002 01:00:00 PM,108XX S EGGLESTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2233,022,34,49,06
2412767,HH728771,10/21/2002 12:30:00 PM,054XX W EDDY ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,1633,016,38,15,05
2412956,HH727910,10/18/2002 01:00:00 PM,079XX S SANGAMON ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,"SCHOOL, PRIVATE, BUILDING",false,false,0621,006,17,71,20
2412993,HH722246,10/17/2002 11:20:00 AM,075XX S CONSTANCE AVE,0483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",true,false,0414,004,8,43,04B
2413058,HH707640,10/11/2002 04:27:00 PM,037XX W FLOURNOY ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,false,true,1133,011,24,27,26
2413090,HH728990,10/18/2002 12:01:00 AM,035XX W BELDEN AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,true,1413,014,26,22,06
2413126,HH713536,10/14/2002 02:24:27 PM,067XX S HERMITAGE AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0725,007,15,67,18
2413177,HH728310,10/21/2002 08:10:00 AM,009XX E 54TH ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,2131,002,4,41,08A
2413316,HH730480,09/26/2002 12:00:00 AM,014XX S WABASH AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,0132,001,2,33,06
2413328,HH726613,10/20/2002 12:46:08 PM,057XX S CALUMET AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,0234,002,20,40,26
2413383,HH709199,10/12/2002 10:59:00 AM,046XX S CICERO AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,0814,008,23,56,16
2413460,HH728195,10/21/2002 09:38:13 AM,024XX S LEAVITT ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,"SCHOOL, PUBLIC, BUILDING",false,false,1034,010,25,31,14
2413713,HH721885,10/18/2002 09:20:00 AM,015XX N HOMAN AVE,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,STREET,true,false,1422,014,26,23,13
2414421,HH731821,10/22/2002 08:48:46 PM,025XX W WASHINGTON BLVD,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,false,1332,012,2,28,26
2414431,HH731434,10/22/2002 05:27:00 PM,015XX W ROOSEVELT RD,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,false,false,1231,012,2,28,03
2414636,HH731964,10/22/2002 10:00:00 PM,004XX S CENTRAL AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1522,015,29,25,06
2414868,HH726312,10/20/2002 10:05:00 AM,065XX S ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0724,007,17,68,08B
2414898,HH731483,10/22/2002 05:00:00 AM,043XX W SHAKESPEARE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2522,025,30,20,05
2414901,HH732480,10/19/2002 07:00:00 PM,022XX N KEDZIE BLVD,0810,THEFT,OVER $500,STREET,false,false,1414,014,26,22,06
2414956,HH729694,10/21/2002 08:40:00 PM,080XX S DOBSON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0631,006,8,44,08B
2415109,HH731740,10/21/2002 06:00:00 PM,033XX S SHIELDS AVE,0320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,false,false,0924,009,11,34,03
2415118,HH730923,10/22/2002 07:00:00 AM,043XX S ASHLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0914,009,12,61,05
2415153,HH730424,10/22/2002 07:45:00 AM,036XX W DOUGLAS BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1011,010,24,29,06
2415224,HH731336,10/22/2002 02:50:00 PM,015XX E 55TH ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2132,002,4,41,06
2415265,HH729366,10/21/2002 05:50:16 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0122,001,42,32,06
2415367,HH730134,10/22/2002 02:20:00 AM,067XX S RHODES AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,0321,003,20,42,08A
2415412,HH731674,04/20/2002 04:30:00 PM,030XX N NEWCASTLE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2511,025,36,18,06
2415835,HH732019,10/22/2002 11:00:00 PM,005XX N MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,false,false,1834,018,42,8,14
2416283,HH733636,10/21/2002 08:00:00 PM,045XX S LAVERGNE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0814,008,23,56,06
2416310,HH733746,10/23/2002 05:45:00 PM,045XX W ADAMS ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1113,011,28,26,26
2416343,HH733850,10/18/2002 09:00:00 AM,016XX W CONGRESS PKWY,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1211,012,2,28,06
2416350,HH733987,10/23/2002 12:40:00 PM,078XX S HOYNE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0611,006,18,71,26
2416708,HH724745,10/19/2002 08:00:00 AM,041XX W 76TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,0833,008,13,65,14
2416831,HH732947,10/23/2002 12:19:42 PM,091XX S COMMERCIAL AVE,0850,THEFT,ATTEMPT THEFT,SMALL RETAIL STORE,false,false,0424,004,10,46,06
2416905,HH734682,10/23/2002 07:45:00 AM,055XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0234,002,20,40,06
2417056,HH732060,10/22/2002 11:05:00 PM,049XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,STREET,true,false,2031,020,47,4,06
2417148,HH733672,10/23/2002 05:58:22 PM,025XX S CENTRAL PARK AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,1013,010,22,30,26
2417251,HH733810,10/23/2002 06:45:00 PM,023XX W DICKENS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,1432,014,32,22,26
2417302,HH732927,10/23/2002 12:22:31 PM,053XX S ASHLAND AVE,0810,THEFT,OVER $500,STREET,false,false,0932,009,16,61,06
2417607,HH735098,10/22/2002 07:00:00 AM,007XX W 48TH PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0935,009,11,61,05
2417668,HH731905,10/22/2002 08:00:00 PM,063XX S ST LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,false,false,0312,003,20,42,14
2417989,HH720215,10/17/2002 02:20:00 PM,044XX W MADISON ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1113,011,28,26,18
2418048,HH735434,10/24/2002 08:35:00 AM,080XX S JEFFERY BLVD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0414,004,8,46,08B
2418050,HH725830,10/20/2002 01:05:00 AM,038XX W MONROE ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,true,1122,011,28,26,04B
2418063,HH727930,10/17/2002 04:00:00 PM,029XX W POLK ST,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,"SCHOOL, PUBLIC, BUILDING",false,false,1135,011,28,27,14
2418270,HH734061,10/23/2002 09:00:00 PM,058XX W WRIGHTWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,2514,025,30,19,08B
2418428,HH736547,10/14/2002 12:48:00 PM,018XX W LAWRENCE AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,2032,020,47,4,06
2418434,HH736591,10/22/2002 03:00:00 AM,015XX N ARTESIAN AVE,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,APARTMENT,false,false,1423,014,1,24,17
2309961,HH587961,08/18/2002 02:30:00 AM,029XX N NEW ENGLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2511,025,36,18,08B
2418751,HH724871,09/26/2002 09:00:00 AM,025XX W 59TH ST,0890,THEFT,FROM BUILDING,RESIDENCE,true,false,0824,008,16,66,06
2418795,HH733092,10/11/2002 01:30:00 PM,015XX W DIVISION ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1433,014,1,24,14
2418807,HH734711,10/24/2002 08:10:00 AM,052XX N LUDLAM AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1623,016,45,11,26
2419032,HH729732,10/21/2002 08:30:00 PM,029XX S STATE ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,CHA APARTMENT,true,false,2113,002,3,35,04A
2419033,HH735896,10/23/2002 10:00:00 AM,017XX N KOSTNER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),true,false,2533,025,31,23,07
2419078,HH735563,10/24/2002 03:39:00 PM,014XX N TALMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,true,1423,014,26,24,14
2419178,HH734544,10/24/2002 06:45:00 AM,025XX N ELSTON AVE,0460,BATTERY,SIMPLE,DEPARTMENT STORE,false,false,1432,014,1,22,08B
2419348,HH736152,10/24/2002 08:00:00 PM,019XX W 111TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,2212,022,19,75,08B
2419524,HH734276,10/23/2002 11:35:00 PM,057XX N AUSTIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,true,false,1622,016,45,11,14
2419682,HH725774,10/20/2002 12:48:00 AM,010XX W NORTH AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,1811,018,32,7,16
2419868,HH723347,10/18/2002 07:41:05 PM,026XX W IOWA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1311,012,26,24,18
2419992,HH728869,10/21/2002 11:00:00 AM,060XX S WINCHESTER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,0714,007,15,67,05
2420088,HH730525,10/22/2002 10:50:00 AM,047XX W DIVERSEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2521,025,31,19,08B
2420145,HH737892,10/25/2002 08:00:00 AM,087XX S STATE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0634,006,21,44,07
2420202,HH731600,10/22/2002 05:50:00 PM,048XX W POTOMAC AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2533,025,37,25,08B
2420405,HH736265,10/24/2002 08:00:00 PM,100XX W OHARE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,AIRPORT/AIRCRAFT,true,false,1651,016,41,76,11
2420645,HH736593,10/25/2002 02:10:00 AM,029XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1931,019,32,6,06
2420697,HH738091,10/25/2002 06:30:00 PM,057XX S THROOP ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,true,0713,007,16,67,04A
2420743,HH736000,10/24/2002 09:00:00 AM,049XX N KILBOURN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1712,017,39,14,06
2420846,HH738389,10/25/2002 08:20:00 PM,049XX N MILWAUKEE AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1623,016,45,11,06
2420854,HH736074,10/14/2002 05:00:00 PM,043XX S MOZART ST,0560,ASSAULT,SIMPLE,STREET,false,false,0912,009,12,58,08A
2420989,HH736898,10/25/2002 08:46:53 AM,006XX E 88TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0632,006,6,44,08B
2421055,HH737693,10/25/2002 12:01:00 AM,008XX N CAMBRIDGE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,CHA APARTMENT,false,true,1823,018,27,8,20
2421412,HH732850,10/23/2002 08:40:00 AM,002XX N PINE AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1523,015,28,25,08A
2422217,HH740452,10/26/2002 08:35:00 PM,009XX E 79TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,false,false,0624,006,8,69,14
2422375,HH738142,10/25/2002 06:40:00 PM,019XX N ALBANY AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,1421,014,35,22,04B
2422394,HH741517,10/26/2002 11:00:00 PM,017XX W 19TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1223,012,25,31,14
2422568,HH741971,10/26/2002 07:00:00 PM,057XX N ARTESIAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2011,020,40,2,14
2422634,HH741925,10/27/2002 03:15:00 PM,059XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,false,false,0713,007,15,67,14
2422694,HH742397,10/26/2002 04:00:00 PM,054XX W POTOMAC AVE,0810,THEFT,OVER $500,STREET,false,false,2532,025,37,25,06
2422849,HH738185,10/25/2002 06:50:00 PM,032XX W 62ND ST,0460,BATTERY,SIMPLE,DRIVEWAY - RESIDENTIAL,false,false,0823,008,15,66,08B
2422882,HH738196,10/25/2002 05:00:00 AM,001XX N MASON AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1512,015,29,25,06
2423062,HH741661,10/26/2002 05:00:00 PM,022XX S ALBANY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1033,010,24,30,07
